Version,1.2
Age,100
Gender,M
Seen,Y
Birth,31/03/1990
Exp_with_coding,MA/MSc
Education,With spouse
Movie,fg_av_eng_seg3
Experiment,Touch Synchrony
Tutorial1,1
Tutorial2,1
Time,X
0,0
0.1,0
0.2,0
0.3,0
0.4,2
0.5,-8
0.6,-13
0.7,-12
0.8,-11
0.9,-11
1,-10
1.1,-10
1.2,-10
1.3,-10
1.4,-10
1.5,-13
1.6,-41
1.7,-51
1.8,-82
1.9,-91
2,-102
2.1,-125
2.2,-133
2.3,-153
2.4,-172
2.6,-175
2.6,-181
2.8,-184
2.8,-184
3,-184
3,-184
3.2,-184
3.2,-184
3.4,-184
3.4,-184
3.6,-184
3.6,-184
3.8,-184
3.8,-184
4,-184
4,-184
4.2,-184
4.2,-184
4.4,-184
4.4,-184
4.6,-184
4.6,-184
4.8,-184
4.9,-184
5,-184
5.1,-184
5.2,-184
5.3,-184
5.4,-184
5.5,-184
5.6,-184
5.7,-184
5.8,-184
5.9,-184
6,-184
6.1,-184
6.2,-184
6.3,-184
6.4,-184
6.5,-184
6.6,-184
6.7,-184
6.8,-184
6.9,-184
7,-182
7.1,-178
7.2,-178
7.3,-178
7.4,-178
7.5,-178
7.6,-178
7.7,-178
7.8,-178
7.9,-178
8,-176
8.1,-157
8.2,-137
8.3,-100
8.4,-83
8.5,-71
8.6,-49
8.7,-41
8.8,-41
8.9,-41
9,-41
9.1,-52
9.2,-55
9.3,-62
9.4,-66
9.5,-67
9.6,-77
9.7,-77
9.8,-77
9.9,-77
10,-77
10.1,-77
10.2,-77
10.3,-77
10.4,-77
10.5,-77
10.6,-77
10.7,-77
10.8,-77
10.9,-77
11,-77
11.1,-77
11.2,-77
11.3,-77
11.4,-77
11.5,-77
11.6,-77
11.7,-77
11.8,-77
11.9,-77
12,-77
12.1,-77
12.2,-77
12.3,-77
12.4,-77
12.5,-77
12.6,-77
12.7,-77
12.8,-77
12.9,-77
13,-77
13.1,-77
13.2,-77
13.3,-77
13.4,-77
13.5,-77
13.6,-77
13.7,-77
13.8,-77
13.9,-77
14,-77
14.1,-77
14.2,-77
14.3,-77
14.4,-77
14.5,-77
14.6,-77
14.7,-77
14.8,-77
14.9,-77
15,-77
15.2,-77
15.2,-77
15.4,-77
15.4,-77
15.6,-77
15.6,-77
15.8,-77
15.8,-77
16,-77
16,-77
16.2,-78
16.2,-109
16.4,-140
16.4,-171
16.6,-195
16.6,-198
16.8,-202
16.8,-202
17,-202
17,-202
17.2,-202
17.2,-202
17.4,-202
17.4,-202
17.6,-202
17.6,-202
17.8,-202
17.8,-202
18,-202
18,-202
18.2,-202
18.2,-202
18.4,-202
18.4,-202
18.6,-202
18.6,-202
18.8,-202
18.8,-202
19,-202
19,-202
19.2,-202
19.2,-202
19.4,-202
19.4,-202
19.6,-202
19.7,-202
19.8,-202
19.9,-202
20,-202
20.1,-202
20.2,-202
20.3,-202
20.4,-202
20.5,-202
20.6,-202
20.7,-202
20.8,-202
20.9,-202
21,-202
21.1,-202
21.2,-202
21.3,-202
21.4,-202
21.5,-202
21.6,-202
21.7,-202
21.8,-202
21.9,-202
22,-202
22.1,-202
22.2,-202
22.3,-202
22.4,-202
22.5,-202
22.6,-202
22.7,-202
22.8,-202
22.9,-202
23,-202
23.1,-202
23.2,-202
23.3,-202
23.4,-202
23.5,-202
23.6,-202
23.7,-202
23.8,-202
23.9,-202
24,-202
24.1,-202
24.2,-202
24.3,-202
24.4,-202
24.5,-202
24.6,-202
24.7,-202
24.8,-202
24.9,-202
25,-202
25.1,-202
25.2,-202
25.3,-202
25.4,-202
25.5,-202
25.6,-202
25.7,-202
25.8,-202
25.9,-202
26,-202
26.1,-202
26.2,-202
26.3,-214
26.4,-222
26.5,-232
26.6,-241
26.7,-250
26.8,-256
26.9,-263
27,-263
27.1,-263
27.2,-263
27.3,-263
27.4,-263
27.5,-263
27.6,-263
27.7,-267
27.8,-276
27.9,-286
28,-300
28.1,-300
28.2,-300
28.3,-300
28.4,-300
28.5,-300
28.6,-300
28.7,-300
28.8,-300
28.9,-300
29,-300
29.1,-300
29.2,-300
29.3,-300
29.4,-300
29.5,-300
29.6,-300
29.7,-300
29.8,-300
29.9,-300
30,-300
30.1,-300
30.2,-300
30.4,-300
30.4,-300
30.6,-300
30.6,-300
30.8,-300
30.8,-300
31,-300
31,-300
31.2,-300
31.2,-300
31.4,-300
31.4,-300
31.6,-300
31.6,-300
31.8,-300
31.8,-293
32,-269
32,-247
32.2,-231
32.2,-231
32.4,-231
32.5,-231
32.6,-231
32.7,-231
32.8,-231
32.9,-231
33,-231
33.1,-231
33.2,-231
33.3,-231
33.4,-231
33.5,-231
33.6,-231
33.7,-231
33.8,-231
33.9,-231
34,-231
34.1,-231
34.2,-231
34.3,-231
34.4,-231
34.5,-231
34.6,-231
34.7,-231
34.8,-231
34.9,-231
35,-231
35.1,-231
35.2,-231
35.3,-231
35.4,-231
35.5,-231
35.6,-231
35.7,-231
35.8,-231
35.9,-231
36,-231
36.1,-231
36.2,-231
36.3,-231
36.4,-231
36.5,-231
36.6,-231
36.7,-231
36.8,-231
