Version,1.2
Age,100
Gender,M
Seen,Y
Birth,04/06/1995
Education,BA/BSc
LivesWith,With spouse
Movie,fg_av_eng_seg3.mkv
Experiment,General Synchrony
Tutorial1,1
Tutorial2,1
Time,X
0.0,-1.0
0.1,8.0
0.2,8.0
0.3,8.0
0.4,5.0
0.5,2.0
0.6,0.0
0.7,-10.0
0.8,-10.0
0.9,-10.0
1.0,-12.0
1.1,-12.0
1.2,-12.0
1.3,-12.0
1.4,-12.0
1.5,-12.0
1.6,-12.0
1.7,-12.0
1.8,-12.0
1.9,-12.0
2.0,-12.0
2.1,-12.0
2.2,-26.0
2.3,-27.0
2.4,-27.0
2.5,-25.0
2.6,-24.0
2.8,-24.0
2.8,-24.0
3.0,-22.0
3.0,-21.0
3.2,-21.0
3.2,-21.0
3.4,-19.0
3.4,-19.0
3.6,-19.0
3.6,-19.0
3.8,-13.0
3.8,-12.0
4.0,-11.0
4.0,-5.0
4.2,2.0
4.2,15.0
4.4,25.0
4.4,38.0
4.6,44.0
4.6,44.0
4.8,44.0
4.9,44.0
5.0,44.0
5.1,44.0
5.2,44.0
5.3,44.0
5.4,44.0
5.5,44.0
5.6,44.0
5.7,44.0
5.8,44.0
5.9,44.0
6.0,44.0
6.1,44.0
6.2,44.0
6.3,44.0
6.4,44.0
6.5,44.0
6.6,44.0
6.7,44.0
6.8,44.0
6.9,44.0
7.0,44.0
7.1,44.0
7.2,44.0
7.3,44.0
7.4,44.0
7.5,44.0
7.6,44.0
7.7,44.0
7.8,44.0
7.9,44.0
8.0,44.0
8.1,44.0
8.2,44.0
8.3,42.0
8.4,34.0
8.5,20.0
8.6,19.0
8.7,19.0
8.8,18.0
8.9,14.0
9.0,8.0
9.1,-1.0
9.2,-10.0
9.3,-23.0
9.4,-35.0
9.5,-35.0
9.6,-37.0
9.7,-41.0
9.8,-45.0
9.9,-54.0
10.0,-71.0
10.1,-84.0
10.2,-88.0
10.3,-92.0
10.4,-93.0
10.5,-93.0
10.6,-89.0
10.7,-87.0
10.8,-87.0
10.9,-87.0
11.0,-86.0
11.1,-81.0
11.2,-76.0
11.3,-73.0
11.4,-67.0
11.5,-48.0
11.6,-17.0
11.7,5.0
11.8,13.0
11.9,17.0
12.0,27.0
12.1,34.0
12.2,45.0
12.3,68.0
12.4,87.0
12.5,102.0
12.6,116.0
12.7,122.0
12.8,122.0
12.9,127.0
13.0,132.0
13.1,136.0
13.2,136.0
13.3,136.0
13.4,136.0
13.5,136.0
13.6,136.0
13.7,136.0
13.8,136.0
13.9,136.0
14.0,136.0
14.1,136.0
14.2,136.0
14.3,136.0
14.4,138.0
14.5,142.0
14.6,142.0
14.7,148.0
14.8,162.0
14.9,194.0
15.0,201.0
15.1,201.0
15.2,201.0
15.3,206.0
15.4,216.0
15.5,221.0
15.6,225.0
15.7,225.0
15.8,226.0
15.9,226.0
16.0,226.0
16.1,226.0
16.2,226.0
16.3,226.0
16.4,226.0
16.6,226.0
16.6,226.0
16.8,226.0
16.8,226.0
17.0,226.0
17.0,223.0
17.1,223.0
17.2,222.0
17.3,222.0
17.4,222.0
17.5,222.0
17.6,222.0
17.7,220.0
17.8,214.0
17.9,207.0
18.0,199.0
18.1,194.0
18.2,187.0
18.3,170.0
18.4,150.0
18.6,145.0
18.6,141.0
18.8,139.0
18.8,139.0
19.0,138.0
19.0,138.0
19.2,138.0
19.2,138.0
19.4,138.0
19.4,138.0
19.6,139.0
19.6,140.0
19.8,140.0
19.8,140.0
20.0,140.0
20.0,140.0
20.2,140.0
20.2,140.0
20.4,139.0
20.4,134.0
20.6,127.0
20.6,106.0
20.8,86.0
20.8,66.0
21.0,59.0
21.0,46.0
21.2,25.0
21.3,18.0
21.4,16.0
21.5,8.0
21.6,-1.0
21.7,-1.0
21.8,-1.0
21.9,-1.0
22.0,-1.0
22.1,-1.0
22.2,-1.0
22.3,-1.0
22.4,-1.0
22.5,0.0
22.6,0.0
22.7,0.0
22.8,0.0
22.9,0.0
23.0,1.0
23.1,3.0
23.2,5.0
23.3,5.0
23.4,5.0
23.5,5.0
23.6,9.0
23.7,9.0
23.8,7.0
23.9,2.0
24.0,-5.0
24.1,-6.0
24.2,-6.0
24.3,-6.0
24.4,-9.0
24.5,-9.0
24.6,-9.0
24.7,-9.0
24.8,-9.0
24.9,-9.0
25.0,-9.0
25.1,-9.0
25.2,-9.0
25.3,-7.0
25.4,-6.0
25.5,-6.0
25.6,-6.0
25.7,-5.0
25.8,-2.0
25.9,1.0
26.0,2.0
26.1,3.0
26.2,3.0
26.3,3.0
26.4,3.0
26.5,3.0
26.6,3.0
26.7,3.0
26.8,3.0
26.9,3.0
27.0,4.0
27.1,7.0
27.2,9.0
27.3,11.0
27.4,11.0
27.5,14.0
27.6,17.0
27.7,22.0
27.8,22.0
27.9,22.0
28.0,22.0
28.1,22.0
28.2,22.0
28.3,22.0
28.4,22.0
28.5,22.0
28.6,22.0
28.7,20.0
28.8,19.0
28.9,18.0
29.0,18.0
29.1,18.0
29.2,16.0
29.3,12.0
29.4,7.0
29.5,2.0
29.6,-1.0
29.7,-2.0
29.8,-5.0
